*****CSV file analysis*****
CSV dialect sniffing:
   - Created period field ('2015') by parsing value '2015-11-06' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1601.06') by dividing the value in 'APC paid (£) including VAT (calculated)' (1149) by 0.71765 (EUR -> GBP conversion rate on 2015-11-06) [fixer.io]
--- Analysing line 1493 ---
   - Created period field ('2015') by parsing value '2015-11-06' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2090.16') by dividing the value in 'APC paid (£) including VAT (calculated)' (1500) by 0.71765 (EUR -> GBP conversion rate on 2015-11-06) [fixer.io]
--- Analysing line 1494 ---
   - Empty DOI, line deleted
--- Analysing line 1495 ---
   - Created period field ('2015') by parsing value '2015-11-10' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2286.84') by dividing the value in 'APC paid (£) including VAT (calculated)' (1620) by 0.7084 (EUR -> GBP conversion rate on 2015-11-10) [fixer.io]
--- Analysing line 1496 ---
   - Created period field ('2015') by parsing value '2015-11-19' in column 'Date of initial application by author'
   - Created euro field ('1892.98') by dividing the value in 'APC paid (£) including VAT (calculated)' (1374) by 0.72584 (avg EUR -> GBP conversion rate in 2015) [ECB]
--- Analysing line 1497 ---
   - Created period field ('2015') by parsing value '2015-11-26' in column 'Date of APC payment'
   - Unable to properly calculate a converted euro value, line deleted
--- Analysing line 1498 ---
   - Created period field ('2015') by parsing value '2015-11-26' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1690.38') by dividing the value in 'APC paid (£) including VAT (calculated)' (1188) by 0.7028 (EUR -> GBP conversion rate on 2015-11-26) [fixer.io]
--- Analysing line 1499 ---
   - Created period field ('2015') by parsing value '2015-11' in column 'Date of initial application by author'
   - Unable to properly calculate a converted euro value, line deleted
--- Analysing line 1500 ---
   - Empty DOI, line deleted
--- Analysing line 1501 ---
   - Created period field ('2015') by parsing value '2015-09-02' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2385.67') by dividing the value in 'APC paid (£) including VAT (calculated)' (1758) by 0.7369 (EUR -> GBP conversion rate on 2015-09-02) [fixer.io]
--- Analysing line 1502 ---
   - Created period field ('2015') by parsing value '2015' in column 'Date of APC payment'
   - Created euro field ('1239.94') by dividing the value in 'APC paid (£) including VAT (calculated)' (900) by 0.72584 (avg EUR -> GBP conversion rate in 2015) [ECB]
--- Analysing line 1503 ---
   - Empty DOI, line deleted
--- Analysing line 1504 ---
   - Empty DOI, line deleted
--- Analysing line 1505 ---
   - Created period field ('2015') by parsing value '2015-12-21' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1627.73') by dividing the value in 'APC paid (£) including VAT (calculated)' (1188) by 0.72985 (EUR -> GBP conversion rate on 2015-12-21) [fixer.io]
--- Analysing line 1506 ---
   - Empty DOI, line deleted
--- Analysing line 1507 ---
   - Created period field ('2015') by parsing value '2015' in column 'Date of APC payment'
   - Created euro field ('972.93') by dividing the value in 'APC paid (£) including VAT (calculated)' (706.188) by 0.72584 (avg EUR -> GBP conversion rate in 2015) [ECB]
--- Analysing line 1508 ---
   - Created period field ('2015') by parsing value '2015' in column 'Date of APC payment'
   - Created euro field ('2893.2') by dividing the value in 'APC paid (£) including VAT (calculated)' (2100) by 0.72584 (avg EUR -> GBP conversion rate in 2015) [ECB]
--- Analysing line 1509 ---
   - Created period field ('2015') by parsing value '2015-12-08' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('3400.3') by dividing the value in 'APC paid (£) including VAT (calculated)' (2472.36) by 0.7271 (EUR -> GBP conversion rate on 2015-12-08) [fixer.io]
--- Analysing line 1510 ---
   - Created period field ('2015') by parsing value '2015' in column 'Date of APC payment'
   - Created euro field ('1528.7') by dividing the value in 'APC paid (£) including VAT (calculated)' (1109.592) by 0.72584 (avg EUR -> GBP conversion rate in 2015) [ECB]
--- Analysing line 1511 ---
   - Created period field ('2016') by parsing value '2016-01-04' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('4227.07') by dividing the value in 'APC paid (£) including VAT (calculated)' (3120) by 0.7381 (EUR -> GBP conversion rate on 2016-01-04) [fixer.io]
--- Analysing line 1512 ---
   - Created period field ('2015') by parsing value '2015-12-11' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('3351.66') by dividing the value in 'APC paid (£) including VAT (calculated)' (2421.24) by 0.7224 (EUR -> GBP conversion rate on 2015-12-11) [fixer.io]
--- Analysing line 1513 ---
   - Created period field ('2015') by parsing value '2015' in column 'Date of APC payment'
   - Created euro field ('1584.5') by dividing the value in 'APC paid (£) including VAT (calculated)' (1150.092) by 0.72584 (avg EUR -> GBP conversion rate in 2015) [ECB]
--- Analysing line 1514 ---
   - Empty DOI, line deleted
--- Analysing line 1515 ---
   - Created period field ('2015') by parsing value '2015-06-23' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1779.47') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1263.6) by 0.7101 (EUR -> GBP conversion rate on 2015-06-23) [fixer.io]
--- Analysing line 1516 ---
   - Created period field ('2015') by parsing value '2015-10-13' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2163.66') by dividing the value in 'APC paid (£) including VAT (calculated)' (1618.42) by 0.748 (EUR -> GBP conversion rate on 2015-10-13) [fixer.io]
--- Analysing line 1517 ---
   - Created period field ('2015') by parsing value '2015-10-09' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1859.05') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1377) by 0.7407 (EUR -> GBP conversion rate on 2015-10-09) [fixer.io]
--- Analysing line 1518 ---
   - Created period field ('2015') by parsing value '2015-10-30' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1450.39') by dividing the value in 'APC paid (£) including VAT (calculated)' (1041.67) by 0.7182 (EUR -> GBP conversion rate on 2015-10-30) [fixer.io]
--- Analysing line 1519 ---
   - Created period field ('2015') by parsing value '2015-12-07' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2178.63') by dividing the value in 'APC paid (£) including VAT (calculated)' (1563.6) by 0.7177 (EUR -> GBP conversion rate on 2015-12-07) [fixer.io]
--- Analysing line 1520 ---
   - Created period field ('2015') by parsing value '2015-11-24' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2575.49') by dividing the value in 'APC paid (£) including VAT (calculated)' (1818.81) by 0.7062 (EUR -> GBP conversion rate on 2015-11-24) [fixer.io]
--- Analysing line 1521 ---
   - Created period field ('2015') by parsing value '2015-12-11' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2117.94') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1530) by 0.7224 (EUR -> GBP conversion rate on 2015-12-11) [fixer.io]
--- Analysing line 1522 ---
   - Created period field ('2015') by parsing value '2015-12-01' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('1943.29') by dividing the value in 'APC paid (£) including VAT (calculated)' (1367.3) by 0.7036 (EUR -> GBP conversion rate on 2015-12-01) [fixer.io]
--- Analysing line 1523 ---
   - Created period field ('2015') by parsing value '2015-12-15' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2478.59') by dividing the value in 'APC paid (£) including VAT (calculated)' (1797.47) by 0.7252 (EUR -> GBP conversion rate on 2015-12-15) [fixer.io]
--- Analysing line 1524 ---
   - Created period field ('2015') by parsing value '2015-12-06' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2762.12') by dividing the value in 'APC paid (actual currency) including VAT if charged' (1989) by 0.7201 (EUR -> GBP conversion rate on 2015-12-06) [fixer.io]
--- Analysing line 1525 ---
   - Created period field ('2015') by parsing value '2015-12-17' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('3715.94') by dividing the value in 'APC paid (actual currency) including VAT if charged' (2700) by 0.7266 (EUR -> GBP conversion rate on 2015-12-17) [fixer.io]
--- Analysing line 1526 ---
   - Created period field ('2015') by parsing value '2015-12-22' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('728.61') by dividing the value in 'APC paid (actual currency) including VAT if charged' (536.4) by 0.7362 (EUR -> GBP conversion rate on 2015-12-22) [fixer.io]
--- Analysing line 1527 ---
   - Empty DOI, line deleted
--- Analysing line 1528 ---
   - Created period field ('2015') by parsing value '2015-10-08' in column 'Date of initial application by author'
   - Created euro field ('2875.45') by dividing the value in 'APC paid (£) including VAT (calculated)' (2087.12) by 0.72584 (avg EUR -> GBP conversion rate in 2015) [ECB]
--- Analysing line 1529 ---
   - Created period field ('2014') by parsing value '2014-10-25' in column 'Date of APC payment'
     [fixer.io: Cached value used]
   - Created euro field ('2586.53') by dividing the value in 'APC paid (£) including VAT (calculated)' (2040) by 0.7887 (EUR -> GBP conversion rate on 2014-10-25) [fixer.io]
--- Analysing line 1530 ---
   - Created period field ('2014') by parsing value '2014-10-14' in column 'Date of initial application by author'
   - Unable to properly calculate a converted euro value, line deleted
--- Analysing line 1531 ---
   - Drop mark found, line deleted
--- Analysing line 1532 ---
   - Created period field ('2014') by parsing value '2014-10-28' in column 'Date of initial application by author'
   - Created euro field ('1003.39') by dividing the value in 'APC paid (£) including VAT (calculated)' (808.85) by 0.80612 (avg EUR -> GBP conversion rate in 2014) [ECB]
--- Analysing line 1533 ---
   - Created period field ('2014') by parsing value '2014-11-07' in column 'Date of initial application by author'
   - Unable to properly calculate a converted euro value, line deleted
--- Analysing line 1534 ---
   - Created period field ('2014') by parsing value '2014-11-12' in column 'Date of initial application by author'
   - Unable to properly calculate a converted euro value, line deleted
--- Analysing line 1535 ---
   - Created period field ('2014') by parsing value '2014-11-14' in column 'Date of initial application by author'
   - Unable to properly calculate a converted euro value, line deleted
--- Analysing line 1536 ---
   - Created period field ('2014') by parsing value '2014-11-14' in column 'Date of initial application by author'
   - Unable to properly calculate a converted euro value, line deleted
--- Analysing line 1537 ---
   - Created period field ('2014') by parsing value '2014-11-14' in column 'Date of initial application by author'
