"Publisher","Publisher_OAPC","Country","Country_OAPC","Organization","Annual publications","Start date","End date","ID","URL"
"Taylor & Francis","Informa UK Limited","Slovenia","NA","COSEC Consortium","100","01/01/2021","31/12/2021","tf2021cosec","https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2021cosec/"
"Association for Computing Machinery","Association for Computing Machinery (ACM)","South Africa","NA","SANLiC","64","01/01/2021","31/12/2023","acm2021sanlic","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2021sanlic/"
"Cambridge University Press","Cambridge University Press (CUP)","South Africa","NA","SANLiC","98","01/01/2021","31/12/2024","cam2021sanlic","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021sanlic/"
"The Royal Society","The Royal Society","South Africa","NA","SANLiC","20","01/01/2021","31/12/2021","trs2021sanlic","https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2021sanlic/"
"Elsevier","Elsevier BV","South Korea","NA","National Research Council of Science & Technology","400","01/01/2021","31/12/2023","els2021nst","https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2021nst/"
"American Chemical Society","American Chemical Society (ACS)","Spain","ESP","CRUE-CSIC Alliance","899","01/01/2021","31/12/2024","acs2021crue","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2021crue/"
"Cambridge University Press","Cambridge University Press (CUP)","Spain","ESP","CISUG","13","01/01/2021","31/12/2021","cam2021cisug","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021cisug/"
"Cambridge University Press","Cambridge University Press (CUP)","Spain","ESP","Universitat de Barcelona","50","01/01/2021","31/12/2023","cam2021ub","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021ub/"
"Company of Biologists","The Company of Biologists","Spain","ESP","CSIC Spanish National Research Council","15","01/01/2021","31/12/2023","compbio2021csic","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2021csic/"
"Elsevier","Elsevier BV","Spain","ESP","CRUE-CSIC Alliance","9596","01/01/2021","31/12/2024","els2021crue","https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2021crue/"
"Microbiology Society","Microbiology Society","Spain","ESP","CSIC Spanish National Research Council","4","01/01/2021","31/12/2023","microbio2021csic","https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2021csic/"
"Oxford University Press","Oxford University Press (OUP)","Spain","ESP","CISUG","22","01/01/2021","31/12/2021","oxf2021cisug","https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2021cisug/"
"Portland Press","Portland Press Ltd.","Spain","ESP","CSIC Spanish National Research Council","4","01/01/2021","31/12/2022","portpress2021csic","https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2021csic/"
"Royal Society of Chemistry","Royal Society of Chemistry (RSC)","Spain","ESP","CSIC Spanish National Research Council","190","01/01/2021","31/12/2022","rsc2021csic","https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2021csic/"
"Taylor & Francis","Informa UK Limited","Spain","ESP","CSIC Spanish National Research Council","70","01/01/2021","31/12/2023","tf2021csic","https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2021csic/"
"BMJ Publishing","BMJ","Sweden","SWE","Bibsam Consortium","160","01/01/2021","31/12/2021","bmj2021bibsam","https://esac-initiative.org/about/transformative-agreements/agreement-registry/bmj2021bibsam/"
"Brill","Brill","Sweden","SWE","Bibsam Consortium","41","01/01/2021","31/12/2025","brill2021bibsam","https://esac-initiative.org/about/transformative-agreements/agreement-registry/brill2021bibsam/"
"Emerald","Emerald","Sweden","SWE","Bibsam Consortium","230","01/01/2021","31/12/2024","eme2021bibsam","https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2021bibsam/"
"IOP Publishing","IOP Publishing","Sweden","SWE","Bibsam Consortium","130","01/01/2021","31/12/2023","iop2021bibsam","https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2021bibsam/"
"IOS Press","IOS Press","Sweden","SWE","Bibsam Consortium","40","01/01/2021","31/12/2023","ios2021bibsam","https://esac-initiative.org/about/transformative-agreements/agreement-registry/ios2021bibsam/"
"John Benjamins Publishing","NA","Sweden","SWE","Stockholm University","3","01/01/2021","31/12/2022","jbp2021su","https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2021su/"
"The Royal Society","The Royal Society","Sweden","SWE","Bibsam Consortium","45","01/01/2021","31/12/2022","trs2021bibsam","https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2021bibsam/"
"Walter de Gruyter","Walter de Gruyter GmbH","Sweden","SWE","Bibsam Consortium","100","01/01/2021","31/12/2025","degruy2021bibsam","https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2021bibsam/"
"American Physical Society","American Physical Society (APS)","Switzerland","CHE","CERN","140","01/01/2021","31/12/2023","aps2021cern","https://esac-initiative.org/about/transformative-agreements/agreement-registry/aps2021cern/"
"Cambridge University Press","Cambridge University Press (CUP)","Switzerland","CHE","Consortium of Swiss Academic Libraries","130","01/01/2021","31/12/2023","cam2021csal","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021csal/"
"Elsevier","Elsevier BV","Switzerland","CHE","CERN","60","01/01/2021","31/12/2023","els2021cern","https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2021cern/"
"IEEE","Institute of Electrical & Electronics Engineers (IEEE)","Switzerland","CHE","CERN","40","01/01/2021","31/12/2023","ieee2021cern","https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2021cern/"
"Royal Society of Chemistry","Royal Society of Chemistry (RSC)","Switzerland","CHE","Consortium of Swiss Academic Libraries","130","01/01/2021","31/12/2023","rsc2021csal","https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2021csal/"
"Sage","SAGE Publications","Switzerland","CHE","Consortium of Swiss Academic Libraries","240","01/01/2021","31/12/2022","sage2021csal","https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2021csal/"
"Taylor & Francis","Informa UK Limited","Switzerland","CHE","Consortium of Swiss Academic Libraries","450","01/01/2021","31/12/2023","tf2021csal","https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2021csal/"
"Wiley","Wiley-Blackwell","Switzerland","CHE","Consortium of Swiss Academic Libraries","1600","01/01/2021","31/12/2024","wiley2021csal","https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2021csal/"
"AIP Publishing","AIP Publishing","United Kingdom","GBR","Jisc","300","01/01/2021","31/12/2023","aip2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2021jisc/"
"American Physiological Society","NA","United Kingdom","GBR","Jisc","80","01/01/2021","31/12/2022","aphs2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/aphs2021jisc/"
"Bioscientifica","NA","United Kingdom","GBR","Jisc","40","01/01/2021","31/12/2022","biosci2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/biosci2021jisc/"
"BMJ Publishing","BMJ","United Kingdom","GBR","Jisc","180","01/01/2021","31/12/2021","bmj2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/bmj2021jisc/"
"Brill","Brill","United Kingdom","GBR","Jisc","320","01/01/2021","31/12/2022","brill2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/brill2021jisc/"
"Brill","Brill","United Kingdom","GBR","Jisc","35","01/01/2021","31/12/2022","brill2021shedl","https://esac-initiative.org/about/transformative-agreements/agreement-registry/brill2021shedl/"
"Cambridge University Press","Cambridge University Press (CUP)","United Kingdom","GBR","Jisc","2000","01/01/2021","31/12/2024","cam2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021jisc/"
"Cold Spring Harbor Laboratory Press","Cold Spring Harbor Laboratory Press","United Kingdom","GBR","Jisc","35","01/01/2021","31/12/2022","cshl2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cshl2021jisc/"
"Future Science Group","NA","United Kingdom","GBR","Jisc","200","01/01/2021","31/12/2022","fsg2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/fsg2021jisc/"
"Karger","S. Karger AG","United Kingdom","GBR","Jisc","55","01/01/2021","31/12/2023","kar2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2021jisc/"
"Oxford University Press","Oxford University Press (OUP)","United Kingdom","GBR","Jisc","2500","01/01/2021","31/12/2023","oxf2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2021jisc/"
"Oxford University Press","Oxford University Press (OUP)","United Kingdom","GBR","Jisc","165","01/01/2021","31/12/2023","oxf2021shedl","https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2021shedl/"
"Radiological Society of North America","NA","United Kingdom","GBR","Jisc","20","01/01/2021","31/12/2022","rsna2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsna2021jisc/"
"Royal College of General Practitioners","NA","United Kingdom","GBR","Jisc","100","01/01/2021","31/12/2022","rcgp2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/rcgp2021jisc/"
"Royal Irish Academy","NA","United Kingdom","GBR","Jisc","6","01/01/2021","31/12/2022","ria2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/ria2021jisc/"
"Taylor & Francis","Informa UK Limited","United Kingdom","GBR","Jisc","5800","01/01/2021","31/12/2023","tf2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2021jisc/"
"The Geological Society of London","NA","United Kingdom","GBR","Jisc","80","01/01/2021","31/12/2021","gsl2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/gsl2021jisc/"
"The Royal Society","The Royal Society","United Kingdom","GBR","Jisc","600","01/01/2021","31/12/2021","trs2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2021jisc/"
"Walter de Gruyter","Walter de Gruyter GmbH","United Kingdom","GBR","Jisc","333","01/01/2021","31/12/2023","degruy2021jisc","https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2021jisc/"
"Association for Computing Machinery","Association for Computing Machinery (ACM)","United States","USA","University of Texas at Arlington","8","01/01/2021","31/12/2023","acm2021uta","https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2021uta/"
"Cambridge University Press","Cambridge University Press (CUP)","United States","USA","Big Ten Academic Alliance","355","01/01/2021","31/12/2023","cam2021btaa","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021btaa/"
"Cambridge University Press","Cambridge University Press (CUP)","United States","USA","University of Arizona","20","01/01/2021","31/12/2023","cam2021uaz","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021uaz/"
"Cambridge University Press","Cambridge University Press (CUP)","United States","USA","University of Texas System Digital Library","56","01/01/2021","31/12/2023","cam2021utexas","https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021utexas/"
"Canadian Science Publishing","NA","United States","USA","California Digital Library (University of California)","87","01/01/2021","31/12/2023","csp2021cdl","https://esac-initiative.org/about/transformative-agreements/agreement-registry/csp2021cdl/"
"Company of Biologists","The Company of Biologists","United States","USA","California Digital Library (University of California)","44","01/01/2021","31/12/2023","compbio2021cdl","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2021cdl/"
"Company of Biologists","The Company of Biologists","United States","USA","Montana State University","84","01/01/2021","31/12/2023","compbio2021msu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2021msu/"
"Company of Biologists","The Company of Biologists","United States","USA","Portland State University Library","10","01/01/2021","31/12/2023","compbio2021pdx","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2021pdx/"
"Company of Biologists","The Company of Biologists","United States","USA","University of Arizona","2","01/01/2021","31/12/2023","compbio2021uaz","https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2021uaz/"
"The Royal Society","The Royal Society","United States","USA","California Digital Library (University of California)","15","01/01/2021","31/12/2023","trs2021cdl","https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2021cdl/"
"The Royal Society","The Royal Society","United States","USA","The Ohio State University","15","01/01/2021","31/12/2021","trs2021osu","https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2021osu/"
